STATE,NAME,YEAR,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,AVG,OBP,SLG,GIDP,SAC,SF,BB,IBB,HBP,CS,GO,AO,G/F,SB%,TA,SSA
°h§Ð,³¢«ØÀM,1994,86,357,312,25,34,70,56,11,3,0,87,30,6,0.224,0.28,0.279,10,18,2,22,0,3,2,117,97,1.206,0.75,0.465,436.36
°h§Ð,¸â©i¤h,1994,86,356,330,53,41,91,59,15,0,17,157,86,0,0.276,0.327,0.476,9,0,0,21,1,4,1,89,64,1.391,0,0.735,1037.76
°h§Ð,±i¤ÑÅï,1994,86,324,298,32,40,72,48,19,4,1,102,38,21,0.242,0.282,0.342,2,8,1,17,0,0,7,118,71,1.662,0.75,0.596,523.61
°h§Ð,¶À©¾¸q,1994,86,385,337,28,56,91,64,17,8,2,130,50,8,0.27,0.346,0.386,4,0,3,40,4,1,11,116,83,1.398,0.421,0.701,580.03
°h§Ð,§õ©~©ú,1994,85,357,323,52,45,113,81,26,1,5,156,24,4,0.35,0.384,0.483,6,6,5,19,2,2,4,78,113,0.69,0.5,0.832,865.85
°h§Ð,¤ý¥ú½÷,1994,85,360,344,55,45,102,73,18,1,10,152,40,1,0.297,0.318,0.442,11,1,2,12,1,0,5,102,102,1,0.167,0.643,923.51
°h§Ð,»u§Ó»·,1994,85,344,292,49,38,87,59,15,2,11,139,42,5,0.298,0.368,0.476,4,15,3,30,0,4,4,86,80,1.075,0.556,0.836,901.95
°h§Ð,½²¥ÍÂ×,1994,84,262,222,10,28,34,28,3,1,2,45,42,9,0.153,0.248,0.203,4,11,0,27,0,1,6,88,58,1.517,0.6,0.414,288.15
°h§Ð,ªL©ö¼W,1994,84,383,339,28,60,102,89,10,1,2,120,17,33,0.301,0.355,0.354,2,8,5,29,0,2,23,107,118,0.907,0.589,0.702,600.88
°h§Ð,ªL¥ò¬î,1994,83,332,300,52,43,92,56,20,2,14,158,31,3,0.307,0.351,0.527,6,2,5,23,2,0,2,74,108,0.685,0.6,0.861,1004.67
°h§Ð,¾G¦Ê³Ó,1994,83,395,343,21,53,90,71,15,3,1,114,27,12,0.262,0.317,0.332,3,22,1,25,1,3,5,152,75,2.027,0.706,0.594,501.39
°h§Ð,³¯«Û¦¨,1994,83,279,250,30,25,65,43,15,1,6,100,50,5,0.26,0.313,0.4,5,6,2,18,1,2,1,76,61,1.246,0.833,0.66,630
°h§Ð,§dªL·Ò,1994,80,34,28,1,16,6,4,1,1,0,9,7,1,0.214,0.333,0.321,1,1,0,5,0,0,0,12,3,4,1,0.652,228.29
°h§Ð,¥dÃ¹,1994,77,341,286,46,55,93,67,15,3,8,138,40,6,0.325,0.41,0.483,3,7,4,42,0,2,3,69,88,0.784,0.667,0.945,853.17
°h§Ð,Ã¹°ê¼ý,1994,76,330,294,35,38,93,80,12,1,0,107,17,10,0.316,0.36,0.364,9,13,2,20,0,1,4,125,61,2.049,0.714,0.645,598.33
°h§Ð,³¯ª÷­Z,1994,75,291,261,35,32,69,43,17,0,9,113,34,3,0.264,0.323,0.433,7,3,3,24,0,0,4,64,97,0.66,0.429,0.69,732.37
°h§Ð,§õ¦wº³,1994,75,259,228,19,19,49,40,6,0,3,64,51,2,0.215,0.259,0.281,6,16,1,11,0,3,3,80,49,1.633,0.4,0.426,433.91
°h§Ð,§d«ä½å,1994,75,291,266,33,33,67,50,10,3,4,95,35,1,0.252,0.307,0.357,8,0,2,21,1,1,0,121,45,2.689,1,0.575,591.88
°h§Ð,³¯°õ«H,1994,74,265,245,30,25,56,34,16,0,6,90,28,2,0.229,0.268,0.367,6,4,2,13,0,1,2,79,84,0.94,0.5,0.538,588.57
°h§Ð,§ººa®õ,1994,73,234,216,29,18,54,38,12,1,3,77,21,1,0.25,0.289,0.356,9,2,3,11,0,2,2,73,71,1.028,0.333,0.526,532
°h§Ð,¤ý¥úº³,1994,73,276,252,21,26,60,40,11,1,8,97,39,0,0.238,0.269,0.385,7,12,1,9,0,2,4,92,62,1.484,0,0.532,600.1
°h§Ð,§õ©[­õ,1994,72,188,178,17,21,59,51,6,0,2,71,34,5,0.331,0.357,0.399,5,3,0,7,0,0,1,58,27,2.148,0.833,0.664,527.46
°h§Ð,³¯¤j¶¶,1994,72,240,220,32,28,70,45,14,0,11,117,47,1,0.318,0.368,0.532,4,1,1,18,0,0,0,72,32,2.25,1,0.883,815.18
°h§Ð,¶À«T³Ç,1994,72,188,174,14,9,39,31,8,0,0,47,15,2,0.224,0.262,0.27,5,5,0,9,0,0,1,66,54,1.222,0.667,0.411,341.14
°h§Ð,¾HÄ£µØ,1994,69,163,136,17,17,37,33,4,0,0,41,23,1,0.272,0.377,0.301,5,1,2,23,0,1,0,49,29,1.69,1,0.635,398.06
°h§Ð,¸ô©ö,1994,69,242,226,25,30,58,38,11,4,5,92,40,4,0.257,0.267,0.407,2,9,2,3,1,1,6,69,61,1.131,0.4,0.574,573.64
°h§Ð,³¯¥¿¤¤,1994,67,215,196,17,11,44,33,8,2,1,59,31,0,0.224,0.255,0.301,2,7,3,7,0,2,0,68,56,1.214,0,0.442,388.49
°h§Ð,¯Õ°·½÷,1994,67,43,40,2,10,11,10,1,0,0,12,5,4,0.275,0.31,0.3,0,1,0,1,0,1,1,15,9,1.667,0.8,0.6,297
°h§Ð,½±©[?,1994,66,190,165,14,10,34,31,2,0,1,39,23,0,0.206,0.271,0.236,4,9,1,15,0,0,3,72,37,1.946,0,0.391,335.06
°h§Ð,§d«T¹F,1994,66,129,113,6,15,25,23,2,0,0,27,13,2,0.221,0.276,0.239,2,6,1,8,0,1,1,37,39,0.949,0.667,0.418,278.24
°h§Ð,±i«Ø¾±,1994,66,171,159,8,15,31,29,1,1,0,34,24,8,0.195,0.223,0.214,4,5,1,5,0,1,5,57,48,1.188,0.615,0.35,268.97
°h§Ð,¥j³Ó¦N,1994,65,253,221,19,35,53,41,8,3,1,70,29,10,0.24,0.279,0.317,4,20,0,11,0,1,5,74,65,1.138,0.667,0.52,424.82
°h§Ð,³¯«Â¦¨,1994,63,203,188,11,18,52,36,14,2,0,70,31,7,0.277,0.301,0.372,8,7,1,6,0,1,3,59,47,1.255,0.7,0.571,401.6
°h§Ð,¦ó¨}§Ó,1994,62,114,105,2,11,21,18,3,0,0,24,18,0,0.2,0.236,0.229,4,4,0,4,0,1,1,47,19,2.474,0,0.326,234
°h§Ð,±i¥¿¾Ë,1994,62,171,155,11,11,33,27,4,0,2,43,22,1,0.213,0.269,0.277,4,3,0,11,1,1,0,65,35,1.857,1,0.452,350.9
°h§Ð,¾G©¯¥Í,1994,61,153,135,7,15,35,28,7,0,0,42,18,2,0.259,0.311,0.311,3,5,2,9,0,2,3,58,26,2.231,0.4,0.519,336.26
°h§Ð,±iÄ£ÄË,1994,59,256,225,17,33,56,48,7,1,0,65,39,22,0.249,0.319,0.289,4,8,0,23,0,0,6,83,47,1.766,0.786,0.615,398.89
°h§Ð,³\¿üµØ,1994,57,117,108,10,7,24,21,2,1,0,28,15,1,0.222,0.27,0.259,6,2,0,7,0,0,0,35,34,1.029,1,0.4,300.22
°h§Ð,®}¾ã·í,1994,57,137,123,16,9,25,22,3,0,0,28,9,0,0.203,0.265,0.228,3,1,2,9,0,2,0,56,35,1.6,0,0.386,311.25
°h§Ð,¶ÀÞ£¶©,1994,57,219,203,26,28,59,42,12,1,4,85,23,0,0.291,0.327,0.419,2,4,0,10,1,1,1,66,55,1.2,0,0.66,585.64
°h§Ð,´¿´¼°»,1994,56,213,187,20,29,52,32,14,1,5,83,33,2,0.278,0.348,0.444,3,4,0,15,2,5,2,55,47,1.17,0.5,0.764,561.07
°h§Ð,¦¿®õÅv,1994,56,207,183,26,17,44,38,5,0,1,52,14,3,0.24,0.31,0.284,4,4,1,18,0,1,3,67,59,1.136,0.5,0.507,442.44
°h§Ð,ÁÂ©_¾±,1994,55,84,80,8,8,12,11,1,0,0,13,9,1,0.15,0.19,0.163,1,0,0,2,0,2,0,39,20,1.95,1,0.261,203
°h§Ð,§d­õ©v,1994,55,189,168,29,13,57,35,16,1,5,90,28,2,0.339,0.401,0.536,2,1,1,18,1,0,2,51,33,1.545,0.5,0.965,674.29
°h§Ð,¤ý«T­¦,1994,55,136,129,7,10,24,20,3,1,0,29,17,1,0.186,0.222,0.225,6,1,0,6,0,0,1,59,29,2.034,0.5,0.321,250.05
°h§Ð,§f©ú½ç,1994,54,221,196,16,17,39,29,7,1,2,54,31,1,0.199,0.273,0.276,6,5,0,20,0,0,4,63,63,1,0.2,0.449,372.98
